[ 2019-06-30T11:03:53+08:00 ] /abcTest/index.php/Login/index | ERR: (ThinkException) 模板不存在[./home/Tpl/Login/index.html]
[ 2019-06-30T15:47:42+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001403s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.002231s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002498s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001582s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001784s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007849s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000491s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000226s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.002500s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002779s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.019513s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019717s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001130s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001164s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000817s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001331s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004923s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001091s ]
[ 2019-06-30T15:47:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001259s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001654s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001871s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001582s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001782s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.007959s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000662s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000656s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.002973s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.003244s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.021688s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021948s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001101s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001116s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000813s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001313s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004819s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001111s ]
[ 2019-06-30T15:47:50+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001293s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.003803s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.004126s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.003515s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003883s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002715s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.002970s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.018236s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.018477s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001405s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.001739s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001048s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001631s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006368s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001341s ]
[ 2019-06-30T16:09:38+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001516s ]
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001499s ]
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.001695s ]
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001438s ]
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001597s ]
[ 2019-06-30T16:09:44+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.008403s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000473s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000492s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001945s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002148s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.019115s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.019312s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001077s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001081s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001110s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001421s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005169s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001319s ]
[ 2019-06-30T16:09:45+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001499s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002474s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002722s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002648s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002953s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003229s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003734s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.019728s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.020131s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.001228s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.002371s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001559s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002276s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.008185s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001338s ]
[ 2019-06-30T16:16:54+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001556s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.001986s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.002192s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001001s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001128s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.006657s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000333s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT `userRole` FROM `t_user` WHERE userId ='777' LIMIT 1   [ RunTime:0.000133s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run LocationTemplate Behavior [ RunTime:0.001805s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_template ] --END-- [ RunTime:0.002129s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ParseTemplate Behavior [ RunTime:0.016683s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_parse ] --END-- [ RunTime:0.016902s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ContentReplace Behavior [ RunTime:0.001637s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run TokenBuild Behavior [ RunTime:0.001195s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000927s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowRuntime Behavior [ RunTime:0.001238s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005460s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ShowPageTrace Behavior [ RunTime:0.001003s ]
[ 2019-06-30T16:17:02+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ view_end ] --END-- [ RunTime:0.001150s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run CheckRoute Behavior [ RunTime:0.016095s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ route_check ] --END-- [ RunTime:0.016413s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002436s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002838s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | NOTIC: [8] Undefined index: user_name LoginAction.class.php 第 16 行.
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | NOTIC: [8] Undefined index: user_pwd LoginAction.class.php 第 17 行.
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SHOW COLUMNS FROM `t_user` [ RunTime:0.010924s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/checkLogin | SQL: SELECT * FROM `t_user` WHERE userId ='' LIMIT 1   [ RunTime:0.000778s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.008124s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.008603s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002994s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003307s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.011835s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.012212s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run ParseTemplate Behavior [ RunTime:0.090332s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.090679s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run ContentReplace Behavior [ RunTime:0.003440s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run TokenBuild Behavior [ RunTime:0.004032s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.003250s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002209s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.013720s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.002770s ]
[ 2019-06-30T16:20:23+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.003073s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run CheckRoute Behavior [ RunTime:0.005989s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ route_check ] --END-- [ RunTime:0.006280s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002641s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002981s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run LocationTemplate Behavior [ RunTime:0.001963s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_template ] --END-- [ RunTime:0.002193s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run ParseTemplate Behavior [ RunTime:0.015097s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015320s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run ContentReplace Behavior [ RunTime:0.001027s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run TokenBuild Behavior [ RunTime:0.001185s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000897s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run ShowRuntime Behavior [ RunTime:0.001279s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004901s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --START--
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Run ShowPageTrace Behavior [ RunTime:0.002448s ]
[ 2019-06-30T16:36:29+08:00 ] /abcTest/index.php/Login | INFO: Tag[ view_end ] --END-- [ RunTime:0.002702s ]
[ 2019-06-30T16:36:36+08:00 ] /abcTest/index.php/checkLogin | ERR: (ThinkException) 无法加载模块checkLogin
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --START--
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Run CheckRoute Behavior [ RunTime:0.002858s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003151s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --START--
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.004364s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.004695s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --START--
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003290s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003552s ]
[ 2019-06-30T16:37:07+08:00 ] /abcTest/index.php/Login/index | INFO: Tag[ view_parse ] --START--
