[ 2012-05-11T19:15:18+08:00 ] /SiaWeb/admin.php/person | ERR: (ThinkException) 无法加载模块person
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011453s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000516s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000570s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000367s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000950s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002680s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000851s ]
[ 2012-05-11T22:15:30+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000995s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000873s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000991s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000696s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000775s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000773s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000860s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.014290s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.014404s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000580s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000716s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000396s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000674s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002619s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000563s ]
[ 2012-05-11T22:15:31+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000648s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000962s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.001117s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000731s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000811s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.004401s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('aasa','','','') [ RunTime:0.000215s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.001123s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.001225s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.010338s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.010448s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000576s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000557s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000372s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000639s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002389s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000482s ]
[ 2012-05-11T22:16:36+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000561s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000854s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000968s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000703s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000783s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000725s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000811s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.008669s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008798s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000517s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000613s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000368s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000657s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002375s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000477s ]
[ 2012-05-11T22:16:37+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000556s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.001023s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001154s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000647s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000732s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000776s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000867s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.008160s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008262s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000516s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000543s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000455s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000967s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002752s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000724s ]
[ 2012-05-11T22:18:08+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000848s ]
[ 2012-05-11T23:15:46+08:00 ] /SiaWeb/admin.php/user | ERR: (ThinkException) 无法加载模块user
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000989s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001103s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000591s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000668s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000630s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000716s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.011814s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.011954s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000843s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000919s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000636s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.001082s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003882s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000790s ]
[ 2012-05-11T23:15:52+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000943s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000742s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000855s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000514s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000590s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.004868s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`createtime`,`ip`) VALUES ('aaaaaa','a','123','') [ RunTime:0.000248s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000488s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000578s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.008376s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008476s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000526s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000542s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000424s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000662s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002413s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000554s ]
[ 2012-05-11T23:16:26+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000638s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000727s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.000840s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000513s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000591s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.000638s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.000723s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.007297s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007398s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000526s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000591s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000375s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000623s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002325s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000544s ]
[ 2012-05-11T23:16:27+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000617s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run CheckRoute Behavior [ RunTime:0.000994s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --END-- [ RunTime:0.001116s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000630s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000728s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run LocationTemplate Behavior [ RunTime:0.001835s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_template ] --END-- [ RunTime:0.001959s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run ParseTemplate Behavior [ RunTime:0.007520s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007613s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run ContentReplace Behavior [ RunTime:0.000524s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run TokenBuild Behavior [ RunTime:0.000641s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000381s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowRuntime Behavior [ RunTime:0.000637s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_filter ] --END-- [ RunTime:0.002416s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Run ShowPageTrace Behavior [ RunTime:0.000563s ]
[ 2012-05-11T23:28:24+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ view_end ] --END-- [ RunTime:0.000638s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run CheckRoute Behavior [ RunTime:0.000748s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ route_check ] --END-- [ RunTime:0.000868s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000562s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000647s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | SQL: SHOW COLUMNS FROM `think_user` [ RunTime:0.003920s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | SQL: INSERT INTO `think_user` (`username`,`password`,`ip`,`createtime`) VALUES ('ytsyts','202cb962ac59075b964b07152d234b70','127.0.0.1',1336750124) [ RunTime:0.000244s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run LocationTemplate Behavior [ RunTime:0.000473s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_template ] --END-- [ RunTime:0.000566s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ParseTemplate Behavior [ RunTime:0.008355s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_parse ] --END-- [ RunTime:0.008465s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ContentReplace Behavior [ RunTime:0.000401s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run TokenBuild Behavior [ RunTime:0.000441s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000252s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowRuntime Behavior [ RunTime:0.000510s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001833s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --START--
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Run ShowPageTrace Behavior [ RunTime:0.000427s ]
[ 2012-05-11T23:28:44+08:00 ] /SiaWeb/admin.php/User/add | INFO: Tag[ view_end ] --END-- [ RunTime:0.000505s ]
[ 2012-05-11T23:28:45+08:00 ] /SiaWeb/admin.php/User | INFO: Tag[ route_check ] --START--
